"ID","Category","Name","Severity","Result","Recommended","TestResult","SeverityFinding"
"18.5.21.2","Administrative Templates: Network","Windows Connection Manager: Prohibit connection to non-domain networks when connected to domain authenticated network","Medium","0","1","Failed","Medium"
"18.7.1.1","Administrative Templates: Start Menu and Taskbar","Notifications: Turn off notifications network usage","Medium","0","1","Failed","Medium"
"18.8.3.1","Administrative Templates: System","Audit Process Creation: Include command line in process creation events","Medium","1","0","Failed","Medium"
"18.8.4.1","Administrative Templates: System","Credentials Delegation: Encryption Oracle Remediation","Passed","0","0","Passed","Medium"
"18.8.4.2","Administrative Templates: System","Credentials Delegation: Remote host allows delegation of non-exportable credentials","Medium","0","1","Failed","Medium"
"18.8.5.1","Administrative Templates: System","Device Guard: Turn On Virtualization Based Security (Policy)","Passed","1","1","Passed","Medium"
"18.8.5.2","Administrative Templates: System","Device Guard: Select Platform Security Level (Policy)","Medium","","3","Failed","Medium"
"18.8.5.3","Administrative Templates: System","Device Guard: Virtualization Based Protection of Code Integrity (Policy)","Medium","","1","Failed","Medium"
"18.8.5.4","Administrative Templates: System","Device Guard: Require UEFI Memory Attributes Table (Policy)","Medium","","1","Failed","Medium"
"18.8.5.5","Administrative Templates: System","Device Guard: Credential Guard Configuration (Member)","Medium","","1","Failed","Medium"
"18.8.5.6","Administrative Templates: System","Device Guard: Credential Guard Configuration (DC)","Medium","","0","Failed","Medium"
"18.8.5.7","Administrative Templates: System","Device Guard: Secure Launch Configuration (Policy)","Medium","0","1","Failed","Medium"
"18.8.14.1","Administrative Templates: System","Early Launch Antimalware: Boot-Start Driver Initialization Policy","Medium","0","3","Failed","Medium"
"18.8.21.2","Administrative Templates: System","Group Policy: Do not apply during periodic background processing","Passed","0","0","Passed","Medium"
"18.8.21.3","Administrative Templates: System","Group Policy: Process even if the Group Policy objects have not changed","Medium","1","0","Failed","Medium"
"18.8.21.4","Administrative Templates: System","Group Policy: Continue experiences on this device","Medium","1","0","Failed","Medium"
"18.8.21.5","Administrative Templates: System","Group Policy: Turn off background refresh of Group Policy","Passed","0","0","Passed","Medium"
"18.8.22.1.1","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP","Medium","0","1","Failed","Medium"
"18.8.22.1.2","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off handwriting personalization data sharing","Medium","0","1","Failed","Medium"
"18.8.22.1.3","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off handwriting recognition error reporting","Medium","0","1","Failed","Medium"
"18.8.22.1.4","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com","Medium","0","1","Failed","Medium"
"18.8.22.1.5","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards","Medium","0","1","Failed","Medium"
"18.8.22.1.6","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off printing over HTTP","Medium","0","1","Failed","Medium"
"18.8.22.1.7","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Registration if URL connection is referring to Microsoft.com","Medium","0","1","Failed","Medium"
"18.8.22.1.8","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Search Companion content file updates","Medium","0","1","Failed","Medium"
"18.8.22.1.9","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off the 'Order Prints' picture task","Medium","0","1","Failed","Medium"
"18.8.22.1.10","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off the 'Publish to Web' task for files and folders","Medium","0","1","Failed","Medium"
"18.8.22.1.11","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off the Windows Messenger Customer Experience Improvement Program","Medium","0","2","Failed","Medium"
"18.8.22.1.12","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program","Medium","1","0","Failed","Medium"
"18.8.22.1.13.1","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1","Medium","1","0","Failed","Medium"
"18.8.22.1.13.2","Administrative Templates: System","Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2","Medium","0","1","Failed","Medium"
"18.8.25.1.1","Administrative Templates: System","Kerberos: Support device authentication using certificate (DevicePKInitBehavior)","Medium","1","0","Failed","Medium"
"18.8.25.1.2","Administrative Templates: System","Kerberos: Support device authentication using certificate (DevicePKInitEnabled)","Passed","1","1","Passed","Medium"
"18.8.26.1","Administrative Templates: System","Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection","Medium","2","0","Failed","Medium"
"18.8.27.1","Administrative Templates: System","Locale Services: Disallow copying of user input methods to the system account for sign-in","Medium","0","1","Failed","Medium"
"18.8.28.1","Administrative Templates: System","Logon: Block user from showing account details on sign-in","Medium","0","1","Failed","Medium"
"18.8.28.2","Administrative Templates: System","Logon: Do not display network selection UI","Medium","0","1","Failed","Medium"
"18.8.28.3","Administrative Templates: System","Logon: Do not enumerate connected users on domain-joined computers","Medium","0","1","Failed","Medium"
"18.8.28.4","Administrative Templates: System","Logon: Enumerate local users on domain-joined computers (Member)","Passed","0","0","Passed","Medium"
"18.8.28.5","Administrative Templates: System","Logon: Turn off app notifications on the lock screen","Medium","0","1","Failed","Medium"
"18.8.28.6","Administrative Templates: System","Logon: Turn off picture password sign-in","Medium","0","1","Failed","Medium"
"18.8.28.7","Administrative Templates: System","Logon: Turn on convenience PIN sign-in","Medium","1","0","Failed","Medium"
"18.8.31.1","Administrative Templates: System","OS Policies: Allow Clipboard synchronization across devices","Medium","1","0","Failed","Medium"
"18.8.31.2","Administrative Templates: System","OS Policies: Allow upload of User Activities","Medium","1","0","Failed","Medium"
"18.8.34.6.1","Administrative Templates: System","Sleep Settings: Allow network connectivity during connected-standby (on battery)","Medium","1","0","Failed","Medium"
"18.8.34.6.2","Administrative Templates: System","Sleep Settings: Allow network connectivity during connected-standby (plugged in)","Medium","1","0","Failed","Medium"
"18.8.34.6.3","Administrative Templates: System","Sleep Settings: Require a password when a computer wakes (on battery)","Medium","0","1","Failed","Medium"
"18.8.34.6.4","Administrative Templates: System","Sleep Settings: Require a password when a computer wakes (plugged in)","Medium","0","1","Failed","Medium"
"18.8.36.1","Administrative Templates: System","Remote Assistance: Configure Offer Remote Assistance","Medium","1","0","Failed","Medium"
"18.8.36.2","Administrative Templates: System","Remote Assistance: Configure Solicited Remote Assistance","Medium","1","0","Failed","Medium"
"18.8.37.1","Administrative Templates: System","Remote Procedure Call: Enable RPC Endpoint Mapper Client Authentication (Member)","Medium","0","1","Failed","Medium"
"18.8.37.2","Administrative Templates: System","Remote Procedure Call: Restrict Unauthenticated RPC clients (Member)","Medium","0","1","Failed","Medium"
"18.8.47.5.1","Administrative Templates: System","Troubleshooting and Diagnostics: Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider","Medium","1","0","Failed","Medium"
"18.8.47.11.1","Administrative Templates: System","Windows Performance PerfTrack: Enable/Disable PerfTrack","Medium","1","0","Failed","Medium"
"18.8.49.1","Administrative Templates: System","User Profiles: Turn off the advertising ID","Medium","0","1","Failed","Medium"
"18.8.52.1.1","Administrative Templates: System","Time Providers: Enable Windows NTP Client","Medium","0","1","Failed","Medium"
"18.8.52.1.2","Administrative Templates: System","Time Providers: Enable Windows NTP Server (Member)","Passed","0","0","Passed","Medium"
"18.9.4.1","Administrative Templates: Windows Components","App Package Deployment: Allow a Windows app to share application data between users","Medium","1","0","Failed","Medium"
"18.9.6.1","Administrative Templates: Windows Components","App runtime: Allow Microsoft accounts to be optional","Medium","0","1","Failed","Medium"
"18.9.8.1","Administrative Templates: Windows Components","AutoPlay Policies: Disallow Autoplay for non-volume devices","Medium","0","1","Failed","Medium"
"18.9.8.2","Administrative Templates: Windows Components","AutoPlay Policies: Set the default behavior for AutoRun","Passed","1","1","Passed","Medium"
"18.9.8.3","Administrative Templates: Windows Components","AutoPlay Policies: Turn off Autoplay","Passed","255","255","Passed","Medium"
"18.9.10.1.1","Administrative Templates: Windows Components","Biometrics: Facial Features: Configure enhanced anti-spoofing","Medium","","1","Failed","Medium"
"18.9.12.1","Administrative Templates: Windows Components","Camera: Allow Use of Camera","Medium","1","0","Failed","Medium"
"18.9.13.1","Administrative Templates: Windows Components","Cloud Content: Turn off Microsoft consumer experiences","Medium","0","1","Failed","Medium"
"18.9.14.1","Administrative Templates: Windows Components","Connect: Require pin for pairing","Medium","0","1","Failed","Medium"
"18.9.15.1","Administrative Templates: Windows Components","Credential User Interface: Do not display the password reveal button","Medium","0","1","Failed","Medium"
"18.9.15.2","Administrative Templates: Windows Components","Credential User Interface: Enumerate administrator accounts on elevation","Medium","1","0","Failed","Medium"
"18.9.16.1","Administrative Templates: Windows Components","Data Collection and Preview Builds: Allow Diagnostic Data","Medium","2","1","Failed","Medium"
"18.9.16.2","Administrative Templates: Windows Components","Data Collection and Preview Builds: Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service","Medium","0","1","Failed","Medium"
"18.9.16.3","Administrative Templates: Windows Components","Data Collection and Preview Builds: Do not show feedback notifications","Medium","0","1","Failed","Medium"
"18.9.16.4","Administrative Templates: Windows Components","Data Collection and Preview Builds: Toggle user control over Insider builds","Medium","1","0","Failed","Medium"
"18.9.26.1.1","Administrative Templates: Windows Components","Event Log Service: Application: Control Event Log behavior when the log file reaches its maximum size","Passed","0","0","Passed","Medium"
"18.9.26.1.2","Administrative Templates: Windows Components","Event Log Service: Application: Specify the maximum log file size (KB)","Passed","32768","32768","Passed","Medium"
"18.9.26.2.1","Administrative Templates: Windows Components","Event Log Service: Security: Control Event Log behavior when the log file reaches its maximum size","Passed","0","0","Passed","Medium"
"18.9.26.2.2","Administrative Templates: Windows Components","Event Log Service: Security: Specify the maximum log file size (KB)","Passed","196608","196608","Passed","Medium"
"18.9.26.3.1","Administrative Templates: Windows Components","Event Log Service: Setup: Control Event Log behavior when the log file reaches its maximum size","Passed","0","0","Passed","Medium"
"18.9.26.3.2","Administrative Templates: Windows Components","Event Log Service: Setup: Specify the maximum log file size (KB)","Passed","32768","32768","Passed","Medium"
"18.9.26.4.1","Administrative Templates: Windows Components","Event Log Service: System: Control Event Log behavior when the log file reaches its maximum size","Passed","0","0","Passed","Medium"
"18.9.26.4.2","Administrative Templates: Windows Components","Event Log Service: System: Specify the maximum log file size (KB)","Passed","32768","32768","Passed","Medium"
"18.9.30.2","Administrative Templates: Windows Components","File Explorer: Turn off Data Execution Prevention for Explorer","Passed","0","0","Passed","Medium"
"18.9.30.3","Administrative Templates: Windows Components","File Explorer: Turn off heap termination on corruption","Passed","0","0","Passed","Medium"
"18.9.30.4","Administrative Templates: Windows Components","File Explorer: Turn off shell protocol protected mode","Passed","0","0","Passed","Medium"
"18.9.39.1","Administrative Templates: Windows Components","Location and Sensors: Turn off location","Medium","0","1","Failed","Medium"
"18.9.43.1","Administrative Templates: Windows Components","Messaging: Allow Message Service Cloud Sync","Medium","1","0","Failed","Medium"
"18.9.44.1","Administrative Templates: Windows Components","Microsoft account: Block all consumer Microsoft account user authentication","Medium","","1","Failed","Medium"
"18.9.52.1","Administrative Templates: Windows Components","OneDrive: Prevent the usage of OneDrive for file storage","Medium","0","1","Failed","Medium"
"18.9.59.2.2","Administrative Templates: Windows Components","Remote Desktop Connection Client: Do not allow passwords to be saved","Medium","0","1","Failed","Medium"
"18.9.59.3.2.1","Administrative Templates: Windows Components","Remote Desktop Session Host: Connections: Restrict Remote Desktop Services users to a single Remote Desktop Services session","Passed","1","1","Passed","Medium"
"18.9.59.3.3.1","Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow COM port redirection","Medium","0","1","Failed","Medium"
"18.9.59.3.3.2","Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow drive redirection","Medium","0","1","Failed","Medium"
"18.9.59.3.3.3","Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow LPT port redirection","Medium","0","1","Failed","Medium"
"18.9.59.3.3.4","Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow supported Plug and Play device redirection","Medium","0","1","Failed","Medium"
"18.9.59.3.9.1","Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Always prompt for password upon connection","Medium","0","1","Failed","Medium"
"18.9.59.3.9.2","Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Require secure RPC communication","Medium","0","1","Failed","Medium"
"18.9.59.3.9.3","Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Require use of specific security layer for remote (RDP) connections","Medium","0","2","Failed","Medium"
"18.9.59.3.9.4","Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Require user authentication for remote connections by using Network Level Authentication","Medium","0","1","Failed","Medium"
"18.9.59.3.9.5","Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Set client connection encryption level","Medium","0","3","Failed","Medium"
"18.9.59.3.10.1","Administrative Templates: Windows Components","Remote Desktop Session Host: Session Time Limits: Set time limit for active but idle Remote Desktop Services sessions","Passed","0","900000","Passed","Medium"
"18.9.59.3.10.2","Administrative Templates: Windows Components","Remote Desktop Session Host: Session Time Limits: Set time limit for disconnected sessions","Medium","0","60000","Failed","Medium"
"18.9.59.3.11.1","Administrative Templates: Windows Components","Remote Desktop Session Host: Temporary folders: Do not delete temp folders upon exit","Passed","1","1","Passed","Medium"
"18.9.59.3.11.2","Administrative Templates: Windows Components","Remote Desktop Session Host: Temporary folders: Do not use temporary folders per session","Passed","1","1","Passed","Medium"
"18.9.60.1","Administrative Templates: Windows Components","RSS Feeds: Prevent downloading of enclosures","Medium","0","1","Failed","Medium"
"18.9.61.2","Administrative Templates: Windows Components","Search: Allow Cloud Search","Medium","1","0","Failed","Medium"
"18.9.61.3","Administrative Templates: Windows Components","Search: Allow indexing of encrypted files","Medium","1","0","Failed","Medium"
"18.9.66.1","Administrative Templates: Windows Components","Software Protection Platform: Turn off KMS Client Online AVS Validation","Medium","0","1","Failed","Medium"
"18.9.77.3.1","Microsoft Defender Antivirus","MAPS: Configure local setting override for reporting to Microsoft MAPS","Medium","","0","Failed","Medium"
"18.9.77.3.2","Microsoft Defender Antivirus","MAPS: Join Microsoft MAPS","Passed","0","0","Passed","Medium"
"18.9.77.7.1","Microsoft Defender Antivirus","Real-time Protection: Turn on behavior monitoring (Policy)","Passed","0","0","Passed","Medium"
"18.9.77.9.1","Microsoft Defender Antivirus","Reporting: Configure Watson events","Medium","0","1","Failed","Medium"
"18.9.77.10.1","Microsoft Defender Antivirus","Scan: Scan removable drives","Medium","1","0","Failed","Medium"
"18.9.77.10.2","Microsoft Defender Antivirus","Scan: Turn on e-mail scanning","Medium","1","0","Failed","Medium"
"18.9.77.13.1.1","Microsoft Defender Exploit Guard","Attack Surface Reduction rules","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.1.1","Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.1.2","Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.2.1","Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.2.2","Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.3.1","Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.3.2","Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.4.1","Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.4.2","Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.5.1","Microsoft Defender Exploit Guard","ASR: Block Adobe Reader from creating child processes (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.5.2","Microsoft Defender Exploit Guard","ASR: Block Adobe Reader from creating child processes","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.6.1","Microsoft Defender Exploit Guard","ASR: Block Win32 API calls from Office macros (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.6.2","Microsoft Defender Exploit Guard","ASR: Block Win32 API calls from Office macros","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.7.1","Microsoft Defender Exploit Guard","ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe) (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.7.2","Microsoft Defender Exploit Guard","ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.8.1","Microsoft Defender Exploit Guard","ASR: Block untrusted and unsigned processes that run from USB (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.8.2","Microsoft Defender Exploit Guard","ASR: Block untrusted and unsigned processes that run from USB","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.9.1","Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.9.2","Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.10.1","Microsoft Defender Exploit Guard","ASR: Block JavaScript or VBScript from launching downloaded executable content (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.10.2","Microsoft Defender Exploit Guard","ASR: Block JavaScript or VBScript from launching downloaded executable content","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.11.1","Microsoft Defender Exploit Guard","ASR: Block Office communication application from creating child processes (Policy)","Medium","0","1","Failed","Medium"
"18.9.77.13.1.2.11.2","Microsoft Defender Exploit Guard","ASR: Block Office communication application from creating child processes","Medium","0","1","Failed","Medium"
"18.9.77.13.3.1","Microsoft Defender Exploit Guard","Network Protection: Prevent users and apps from accessing dangerous websites","Medium","","1","Failed","Medium"
"18.9.77.14","Microsoft Defender Antivirus","Configure detection for potentially unwanted applications","Medium","0","1","Failed","Medium"
"18.9.77.15","Microsoft Defender Antivirus","Turn off Microsoft Defender Antivirus","Passed","0","0","Passed","Medium"
"18.9.80.1.1.1","Administrative Templates: Windows Components","File Explorer: Configure Windows Defender SmartScreen","Passed","1","1","Passed","Medium"
"18.9.80.1.1.2","Administrative Templates: Windows Components","File Explorer: Configure Windows Defender SmartScreen to warn and prevent bypass","Medium","Warn","Block","Failed","Medium"
"18.9.84.1","Administrative Templates: Windows Components","Windows Ink Workspace: Allow suggested apps in Windows Ink Workspace","Medium","1","0","Failed","Medium"
"18.9.84.2","Administrative Templates: Windows Components","Windows Ink Workspace: Allow Windows Ink Workspace","Passed","1","1","Passed","Medium"
"18.9.85.1","Administrative Templates: Windows Components","Windows Installer: Allow user control over installs","Medium","1","0","Failed","Medium"
"18.9.85.2","Administrative Templates: Windows Components","Windows Installer: Always install with elevated privileges","Passed","0","0","Passed","Medium"
"18.9.85.3","Administrative Templates: Windows Components","Windows Installer: Prevent Internet Explorer security prompt for Windows Installer scripts","Medium","1","0","Failed","Medium"
"18.9.86.1","Administrative Templates: Windows Components","Windows Logon Options: Sign-in and lock last interactive user automatically after a restart","Passed","1","1","Passed","Medium"
"18.9.95.1","PowerShell","Turn on PowerShell Script Block Logging","Passed","0","0","Passed","Medium"
"18.9.95.2","PowerShell","Turn on PowerShell Transcription","Passed","0","0","Passed","Medium"
"18.9.97.1.1","Administrative Templates: Windows Components","WinRM Client: Allow Basic authentication","Medium","1","0","Failed","Medium"
"18.9.97.1.2","Administrative Templates: Windows Components","WinRM Client: Allow unencrypted traffic","Medium","1","0","Failed","Medium"
"18.9.97.1.3","Administrative Templates: Windows Components","WinRM Client: Disallow Digest authentication","Medium","1","0","Failed","Medium"
"18.9.97.2.1","Administrative Templates: Windows Components","WinRM Service: Allow Basic authentication","Medium","1","0","Failed","Medium"
"18.9.97.2.2","Administrative Templates: Windows Components","WinRM Service: Allow remote server management through WinRM","Medium","1","0","Failed","Medium"
"18.9.97.2.3","Administrative Templates: Windows Components","WinRM Service: Allow unencrypted traffic","Passed","0","0","Passed","Medium"
"18.9.97.2.4","Administrative Templates: Windows Components","WinRM Service: Disallow WinRM from storing RunAs credentials","Medium","0","1","Failed","Medium"
"18.9.98.1","Administrative Templates: Windows Components","Windows Remote Shell: Allow Remote Shell Access","Medium","1","0","Failed","Medium"
"18.9.99.2.1","Administrative Templates: Windows Components","App and browser protection: Prevent users from modifying settings","Medium","","1","Failed","Medium"
"18.9.102.1.1.1","Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Manage preview builds (ManagePreviewBuilds)","Medium","","1","Failed","Medium"
"18.9.102.1.1.2","Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Manage preview builds (ManagePreviewBuildsPolicyValue)","Medium","","0","Failed","Medium"
"18.9.102.1.2.1","Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdates)","Medium","","1","Failed","Medium"
"18.9.102.1.2.2","Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Preview Builds and Feature Updates are received (BranchReadinessLevel)","Medium","","16","Failed","Medium"
"18.9.102.1.2.3","Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdatesPeriodInDays)","Medium","","180","Failed","Medium"
"18.9.102.1.3.1","Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Quality Updates are received (DeferQualityUpdates)","Medium","","1","Failed","Medium"
"18.9.102.1.3.2","Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Quality Updates are received (DeferQualityUpdatesPeriodInDays)","Passed","","0","Passed","Medium"
"18.9.102.2","Administrative Templates: Windows Components","Windows Update: Manage end user experience: Configure Automatic Updates","Passed","0","0","Passed","Medium"
"18.9.102.3","Administrative Templates: Windows Components","Windows Update: Manage end user experience: Configure Automatic Updates: Scheduled install day","Passed","","0","Passed","Medium"
"18.9.102.4","Administrative Templates: Windows Components","Windows Update: Legacy Policies: No auto-restart with logged on users for scheduled automatic updates installations","Passed","0","0","Passed","Medium"
